time,EmissionsElectricPower
705600,0.42
709200,0.42
712800,0.42
716400,0.42
720000,0.42
723600,0.42
727200,0.42
730800,0.42
734400,0.42
738000,0.42
741600,0.42
745200,0.42
748800,0.42
752400,0.42
756000,0.42
759600,0.42
763200,0.42
766800,0.42
770400,0.42
774000,0.42
777600,0.42
781200,0.42
784800,0.42
788400,0.42
792000,0.42
795600,0.42
799200,0.42
802800,0.42
806400,0.42
810000,0.42
813600,0.42
817200,0.42
820800,0.42
824400,0.42
828000,0.42
831600,0.42
835200,0.42
838800,0.42
842400,0.42
846000,0.42
849600,0.42
853200,0.42
856800,0.42
860400,0.42
864000,0.42
867600,0.42
871200,0.42
874800,0.42
878400,0.42
882000,0.42
885600,0.42
889200,0.42
892800,0.42
896400,0.42
900000,0.42
903600,0.42
907200,0.42
910800,0.42
914400,0.42
918000,0.42
921600,0.42
925200,0.42
928800,0.42
932400,0.42
936000,0.42
939600,0.42
943200,0.42
946800,0.42
950400,0.42
954000,0.42
957600,0.42
961200,0.42
964800,0.42
968400,0.42
972000,0.42
975600,0.42
979200,0.42
982800,0.42
986400,0.42
990000,0.42
993600,0.42
997200,0.42
1000800,0.42
1004400,0.42
1008000,0.42
1011600,0.42
1015200,0.42
1018800,0.42
1022400,0.42
1026000,0.42
1029600,0.42
1033200,0.42
1036800,0.42
1040400,0.42
1044000,0.42
1047600,0.42
1051200,0.42
1054800,0.42
1058400,0.42
1062000,0.42
1065600,0.42
1069200,0.42
1072800,0.42
1076400,0.42
1080000,0.42
1083600,0.42
1087200,0.42
1090800,0.42
1094400,0.42
1098000,0.42
1101600,0.42
1105200,0.42
1108800,0.42
1112400,0.42
1116000,0.42
1119600,0.42
1123200,0.42
1126800,0.42
1130400,0.42
1134000,0.42
1137600,0.42
1141200,0.42
1144800,0.42
1148400,0.42
1152000,0.42
1155600,0.42
1159200,0.42
1162800,0.42
1166400,0.42
1170000,0.42
1173600,0.42
1177200,0.42
1180800,0.42
1184400,0.42
1188000,0.42
1191600,0.42
1195200,0.42
1198800,0.42
1202400,0.42
1206000,0.42
1209600,0.42
1213200,0.42
1216800,0.42
1220400,0.42
1224000,0.42
1227600,0.42
1231200,0.42
1234800,0.42
1238400,0.42
1242000,0.42
1245600,0.42
1249200,0.42
1252800,0.42
1256400,0.42
1260000,0.42
1263600,0.42
1267200,0.42
1270800,0.42
1274400,0.42
1278000,0.42
1281600,0.42
1285200,0.42
1288800,0.42
1292400,0.42
1296000,0.42
1299600,0.42
1303200,0.42
1306800,0.42
1310400,0.42
1314000,0.42
1317600,0.42
1321200,0.42
1324800,0.42
1328400,0.42
1332000,0.42
1335600,0.42
1339200,0.42
1342800,0.42
1346400,0.42
1350000,0.42
1353600,0.42
1357200,0.42
1360800,0.42
1364400,0.42
1368000,0.42
1371600,0.42
1375200,0.42
1378800,0.42
1382400,0.42
1386000,0.42
1389600,0.42
1393200,0.42
1396800,0.42
1400400,0.42
1404000,0.42
1407600,0.42
1411200,0.42
1414800,0.42
1418400,0.42
1422000,0.42
1425600,0.42
1429200,0.42
1432800,0.42
1436400,0.42
1440000,0.42
1443600,0.42
1447200,0.42
1450800,0.42
1454400,0.42
1458000,0.42
1461600,0.42
1465200,0.42
1468800,0.42
1472400,0.42
1476000,0.42
1479600,0.42
1483200,0.42
1486800,0.42
1490400,0.42
1494000,0.42
1497600,0.42
1501200,0.42
1504800,0.42
1508400,0.42
1512000,0.42
1515600,0.42
1519200,0.42
1522800,0.42
1526400,0.42
1530000,0.42
1533600,0.42
1537200,0.42
1540800,0.42
1544400,0.42
1548000,0.42
1551600,0.42
1555200,0.42
1558800,0.42
1562400,0.42
1566000,0.42
1569600,0.42
1573200,0.42
1576800,0.42
1580400,0.42
1584000,0.42
1587600,0.42
1591200,0.42
1594800,0.42
1598400,0.42
1602000,0.42
1605600,0.42
1609200,0.42
1612800,0.42
1616400,0.42
1620000,0.42
1623600,0.42
1627200,0.42
1630800,0.42
1634400,0.42
1638000,0.42
1641600,0.42
1645200,0.42
1648800,0.42
1652400,0.42
1656000,0.42
1659600,0.42
1663200,0.42
1666800,0.42
1670400,0.42
1674000,0.42
1677600,0.42
1681200,0.42
1684800,0.42
1688400,0.42
1692000,0.42
1695600,0.42
1699200,0.42
1702800,0.42
1706400,0.42
1710000,0.42
1713600,0.42
1717200,0.42
1720800,0.42
1724400,0.42
1728000,0.42
1731600,0.42
1735200,0.42
1738800,0.42
1742400,0.42
1746000,0.42
1749600,0.42
1753200,0.42
1756800,0.42
1760400,0.42
1764000,0.42
1767600,0.42
1771200,0.42
1774800,0.42
1778400,0.42
1782000,0.42
1785600,0.42
1789200,0.42
1792800,0.42
1796400,0.42
1800000,0.42
1803600,0.42
1807200,0.42
1810800,0.42
1814400,0.42
1818000,0.42
1821600,0.42
1825200,0.42
1828800,0.42
1832400,0.42
1836000,0.42
1839600,0.42
1843200,0.42
1846800,0.42
1850400,0.42
1854000,0.42
1857600,0.42
1861200,0.42
1864800,0.42
1868400,0.42
1872000,0.42
1875600,0.42
1879200,0.42
1882800,0.42
1886400,0.42
1890000,0.42
1893600,0.42
1897200,0.42
1900800,0.42
1904400,0.42
1908000,0.42
1911600,0.42
1915200,0.42
1918800,0.42
1922400,0.42
1926000,0.42
1929600,0.42
1933200,0.42
1936800,0.42
1940400,0.42
1944000,0.42
1947600,0.42
1951200,0.42
1954800,0.42
1958400,0.42
1962000,0.42
1965600,0.42
1969200,0.42
1972800,0.42
1976400,0.42
1980000,0.42
1983600,0.42
1987200,0.42
1990800,0.42
1994400,0.42
1998000,0.42
2001600,0.42
2005200,0.42
2008800,0.42
2012400,0.42
2016000,0.42
2019600,0.42
2023200,0.42
2026800,0.42
2030400,0.42
2034000,0.42
2037600,0.42
2041200,0.42
2044800,0.42
2048400,0.42
2052000,0.42
2055600,0.42
2059200,0.42
2062800,0.42
2066400,0.42
2070000,0.42
2073600,0.42
2077200,0.42
2080800,0.42
2084400,0.42
2088000,0.42
2091600,0.42
2095200,0.42
2098800,0.42
2102400,0.42
2106000,0.42
2109600,0.42
2113200,0.42
2116800,0.42
2120400,0.42
2124000,0.42
2127600,0.42
2131200,0.42
2134800,0.42
2138400,0.42
2142000,0.42
2145600,0.42
2149200,0.42
2152800,0.42
2156400,0.42
2160000,0.42
2163600,0.42
2167200,0.42
2170800,0.42
2174400,0.42
2178000,0.42
2181600,0.42
2185200,0.42
2188800,0.42
2192400,0.42
2196000,0.42
2199600,0.42
2203200,0.42
2206800,0.42
2210400,0.42
2214000,0.42
2217600,0.42
2221200,0.42
2224800,0.42
2228400,0.42
2232000,0.42
2235600,0.42
2239200,0.42
2242800,0.42
2246400,0.42
2250000,0.42
2253600,0.42
2257200,0.42
2260800,0.42
2264400,0.42
2268000,0.42
2271600,0.42
2275200,0.42
2278800,0.42
2282400,0.42
2286000,0.42
2289600,0.42
2293200,0.42
2296800,0.42
2300400,0.42
2304000,0.42
2307600,0.42
2311200,0.42
2314800,0.42
2318400,0.42
2322000,0.42
2325600,0.42
2329200,0.42
2332800,0.42
2336400,0.42
2340000,0.42
2343600,0.42
2347200,0.42
2350800,0.42
2354400,0.42
2358000,0.42
2361600,0.42
2365200,0.42
2368800,0.42
2372400,0.42
2376000,0.42
2379600,0.42
2383200,0.42
2386800,0.42
2390400,0.42
2394000,0.42
2397600,0.42
2401200,0.42
2404800,0.42
2408400,0.42
2412000,0.42
2415600,0.42
2419200,0.42
2422800,0.42
2426400,0.42
2430000,0.42
2433600,0.42
2437200,0.42
2440800,0.42
2444400,0.42
2448000,0.42
2451600,0.42
2455200,0.42
2458800,0.42
2462400,0.42
2466000,0.42
2469600,0.42
2473200,0.42
2476800,0.42
2480400,0.42
2484000,0.42
2487600,0.42
2491200,0.42
2494800,0.42
2498400,0.42
2502000,0.42
2505600,0.42
2509200,0.42
2512800,0.42
2516400,0.42
2520000,0.42
2523600,0.42
2527200,0.42
2530800,0.42
2534400,0.42
2538000,0.42
2541600,0.42
2545200,0.42
2548800,0.42
2552400,0.42
2556000,0.42
2559600,0.42
2563200,0.42
2566800,0.42
2570400,0.42
2574000,0.42
2577600,0.42
2581200,0.42
2584800,0.42
2588400,0.42
2592000,0.42
2595600,0.42
2599200,0.42
2602800,0.42
2606400,0.42
2610000,0.42
2613600,0.42
2617200,0.42
2620800,0.42
2624400,0.42
2628000,0.42
2631600,0.42
2635200,0.42
2638800,0.42
2642400,0.42
2646000,0.42
2649600,0.42
2653200,0.42
2656800,0.42
2660400,0.42
2664000,0.42
2667600,0.42
2671200,0.42
2674800,0.42
2678400,0.42
2682000,0.42
2685600,0.42
2689200,0.42
2692800,0.42
2696400,0.42
2700000,0.42
2703600,0.42
2707200,0.42
2710800,0.42
2714400,0.42
2718000,0.42
2721600,0.42
2725200,0.42
2728800,0.42
2732400,0.42
2736000,0.42
2739600,0.42
2743200,0.42
2746800,0.42
2750400,0.42
2754000,0.42
2757600,0.42
2761200,0.42
2764800,0.42
2768400,0.42
2772000,0.42
2775600,0.42
2779200,0.42
2782800,0.42
2786400,0.42
2790000,0.42
2793600,0.42
2797200,0.42
2800800,0.42
2804400,0.42
2808000,0.42
2811600,0.42
2815200,0.42
2818800,0.42
2822400,0.42
2826000,0.42
2829600,0.42
2833200,0.42
2836800,0.42
2840400,0.42
2844000,0.42
2847600,0.42
2851200,0.42
2854800,0.42
2858400,0.42
2862000,0.42
2865600,0.42
2869200,0.42
2872800,0.42
2876400,0.42
2880000,0.42
2883600,0.42
2887200,0.42
2890800,0.42
2894400,0.42
2898000,0.42
2901600,0.42
2905200,0.42
2908800,0.42
2912400,0.42
2916000,0.42
2919600,0.42
2923200,0.42
2926800,0.42
2930400,0.42
2934000,0.42
2937600,0.42
2941200,0.42
2944800,0.42
2948400,0.42
2952000,0.42
2955600,0.42
2959200,0.42
2962800,0.42
2966400,0.42
2970000,0.42
2973600,0.42
2977200,0.42
2980800,0.42
2984400,0.42
2988000,0.42
2991600,0.42
2995200,0.42
2998800,0.42
3002400,0.42
3006000,0.42
3009600,0.42
3013200,0.42
3016800,0.42
3020400,0.42
3024000,0.42
3027600,0.42
3031200,0.42
3034800,0.42
3038400,0.42
3042000,0.42
3045600,0.42
3049200,0.42
3052800,0.42
3056400,0.42
3060000,0.42
3063600,0.42
3067200,0.42
3070800,0.42
3074400,0.42
3078000,0.42
3081600,0.42
3085200,0.42
3088800,0.42
3092400,0.42
3096000,0.42
3099600,0.42
3103200,0.42
3106800,0.42
3110400,0.42
3114000,0.42
3117600,0.42
3121200,0.42
3124800,0.42
3128400,0.42
3132000,0.42
3135600,0.42
3139200,0.42
3142800,0.42
3146400,0.42
3150000,0.42
3153600,0.42
3157200,0.42
3160800,0.42
3164400,0.42
3168000,0.42
3171600,0.42
3175200,0.42
3178800,0.42
3182400,0.42
3186000,0.42
3189600,0.42
3193200,0.42
3196800,0.42
3200400,0.42
3204000,0.42
3207600,0.42
3211200,0.42
3214800,0.42
3218400,0.42
3222000,0.42
3225600,0.42
3229200,0.42
3232800,0.42
3236400,0.42
3240000,0.42
3243600,0.42
3247200,0.42
3250800,0.42
3254400,0.42
3258000,0.42
3261600,0.42
3265200,0.42
3268800,0.42
3272400,0.42
3276000,0.42
3279600,0.42
3283200,0.42
3286800,0.42
3290400,0.42
3294000,0.42
3297600,0.42
3301200,0.42
3304800,0.42
3308400,0.42
3312000,0.42
3315600,0.42
3319200,0.42
3322800,0.42
3326400,0.42
3330000,0.42
3333600,0.42
3337200,0.42
3340800,0.42
3344400,0.42
3348000,0.42
3351600,0.42
3355200,0.42
3358800,0.42
3362400,0.42
3366000,0.42
3369600,0.42
3373200,0.42
3376800,0.42
3380400,0.42
3384000,0.42
3387600,0.42
3391200,0.42
3394800,0.42
3398400,0.42
3402000,0.42
3405600,0.42
3409200,0.42
3412800,0.42
3416400,0.42
3420000,0.42
3423600,0.42
3427200,0.42
3430800,0.42
3434400,0.42
3438000,0.42
3441600,0.42
3445200,0.42
3448800,0.42
3452400,0.42
3456000,0.42
3459600,0.42
3463200,0.42
3466800,0.42
3470400,0.42
3474000,0.42
3477600,0.42
3481200,0.42
3484800,0.42
3488400,0.42
3492000,0.42
3495600,0.42
3499200,0.42
3502800,0.42
3506400,0.42
3510000,0.42
3513600,0.42
3517200,0.42
3520800,0.42
3524400,0.42
3528000,0.42
3531600,0.42
3535200,0.42
3538800,0.42
3542400,0.42
3546000,0.42
3549600,0.42
3553200,0.42
3556800,0.42
3560400,0.42
3564000,0.42
3567600,0.42
3571200,0.42
3574800,0.42
3578400,0.42
3582000,0.42
3585600,0.42
3589200,0.42
3592800,0.42
3596400,0.42
3600000,0.42
3603600,0.42
3607200,0.42
3610800,0.42
3614400,0.42
3618000,0.42
3621600,0.42
3625200,0.42
3628800,0.42
3632400,0.42
3636000,0.42
3639600,0.42
3643200,0.42
3646800,0.42
3650400,0.42
3654000,0.42
3657600,0.42
3661200,0.42
3664800,0.42
3668400,0.42
3672000,0.42
3675600,0.42
3679200,0.42
3682800,0.42
3686400,0.42
3690000,0.42
3693600,0.42
3697200,0.42
3700800,0.42
3704400,0.42
3708000,0.42
3711600,0.42
3715200,0.42
3718800,0.42
3722400,0.42
3726000,0.42
3729600,0.42
3733200,0.42
3736800,0.42
3740400,0.42
3744000,0.42
3747600,0.42
3751200,0.42
3754800,0.42
3758400,0.42
3762000,0.42
3765600,0.42
3769200,0.42
3772800,0.42
3776400,0.42
3780000,0.42
3783600,0.42
3787200,0.42
3790800,0.42
3794400,0.42
3798000,0.42
3801600,0.42
3805200,0.42
3808800,0.42
3812400,0.42
3816000,0.42
3819600,0.42
3823200,0.42
3826800,0.42
3830400,0.42
3834000,0.42
3837600,0.42
3841200,0.42
3844800,0.42
3848400,0.42
3852000,0.42
3855600,0.42
3859200,0.42
3862800,0.42
3866400,0.42
3870000,0.42
3873600,0.42
3877200,0.42
3880800,0.42
3884400,0.42
3888000,0.42
3891600,0.42
3895200,0.42
3898800,0.42
3902400,0.42
3906000,0.42
3909600,0.42
3913200,0.42
3916800,0.42
3920400,0.42
3924000,0.42
3927600,0.42
3931200,0.42
3934800,0.42
3938400,0.42
3942000,0.42
3945600,0.42
3949200,0.42
3952800,0.42
3956400,0.42
3960000,0.42
3963600,0.42
3967200,0.42
3970800,0.42
3974400,0.42
3978000,0.42
3981600,0.42
3985200,0.42
3988800,0.42
3992400,0.42
3996000,0.42
3999600,0.42
4003200,0.42
4006800,0.42
4010400,0.42
4014000,0.42
4017600,0.42
4021200,0.42
4024800,0.42
4028400,0.42
4032000,0.42
4035600,0.42
4039200,0.42
4042800,0.42
4046400,0.42
4050000,0.42
4053600,0.42
4057200,0.42
4060800,0.42
4064400,0.42
4068000,0.42
4071600,0.42
4075200,0.42
4078800,0.42
4082400,0.42
4086000,0.42
4089600,0.42
4093200,0.42
4096800,0.42
4100400,0.42
4104000,0.42
4107600,0.42
4111200,0.42
4114800,0.42
4118400,0.42
4122000,0.42
4125600,0.42
4129200,0.42
4132800,0.42
4136400,0.42
4140000,0.42
4143600,0.42
4147200,0.42
4150800,0.42
4154400,0.42
4158000,0.42
4161600,0.42
4165200,0.42
4168800,0.42
4172400,0.42
4176000,0.42
4179600,0.42
4183200,0.42
4186800,0.42
4190400,0.42
4194000,0.42
4197600,0.42
4201200,0.42
4204800,0.42
4208400,0.42
4212000,0.42
4215600,0.42
4219200,0.42
4222800,0.42
4226400,0.42
4230000,0.42
4233600,0.42
4237200,0.42
4240800,0.42
4244400,0.42
4248000,0.42
4251600,0.42
4255200,0.42
4258800,0.42
4262400,0.42
4266000,0.42
4269600,0.42
4273200,0.42
4276800,0.42
4280400,0.42
4284000,0.42
4287600,0.42
4291200,0.42
4294800,0.42
4298400,0.42
4302000,0.42
4305600,0.42
4309200,0.42
4312800,0.42
4316400,0.42
4320000,0.42
4323600,0.42
4327200,0.42
4330800,0.42
4334400,0.42
4338000,0.42
4341600,0.42
4345200,0.42
4348800,0.42
4352400,0.42
4356000,0.42
4359600,0.42
4363200,0.42
4366800,0.42
4370400,0.42
4374000,0.42
4377600,0.42
4381200,0.42
4384800,0.42
4388400,0.42
4392000,0.42
4395600,0.42
4399200,0.42
4402800,0.42
4406400,0.42
4410000,0.42
4413600,0.42
4417200,0.42
4420800,0.42
4424400,0.42
4428000,0.42
4431600,0.42
4435200,0.42
4438800,0.42
4442400,0.42
4446000,0.42
4449600,0.42
4453200,0.42
4456800,0.42
4460400,0.42
4464000,0.42
4467600,0.42
4471200,0.42
4474800,0.42
4478400,0.42
4482000,0.42
4485600,0.42
4489200,0.42
4492800,0.42
4496400,0.42
4500000,0.42
4503600,0.42
4507200,0.42
4510800,0.42
4514400,0.42
4518000,0.42
4521600,0.42
4525200,0.42
4528800,0.42
4532400,0.42
4536000,0.42
4539600,0.42
4543200,0.42
4546800,0.42
4550400,0.42
4554000,0.42
4557600,0.42
4561200,0.42
4564800,0.42
4568400,0.42
4572000,0.42
4575600,0.42
4579200,0.42
4582800,0.42
4586400,0.42
4590000,0.42
4593600,0.42
4597200,0.42
4600800,0.42
4604400,0.42
4608000,0.42
4611600,0.42
4615200,0.42
4618800,0.42
4622400,0.42
4626000,0.42
4629600,0.42
4633200,0.42
4636800,0.42
4640400,0.42
4644000,0.42
4647600,0.42
4651200,0.42
4654800,0.42
4658400,0.42
4662000,0.42
4665600,0.42
4669200,0.42
4672800,0.42
4676400,0.42
4680000,0.42
4683600,0.42
4687200,0.42
4690800,0.42
4694400,0.42
4698000,0.42
4701600,0.42
4705200,0.42
4708800,0.42
4712400,0.42
4716000,0.42
4719600,0.42
4723200,0.42
4726800,0.42
4730400,0.42
4734000,0.42
4737600,0.42
4741200,0.42
4744800,0.42
4748400,0.42
4752000,0.42
4755600,0.42
4759200,0.42
4762800,0.42
4766400,0.42
4770000,0.42
4773600,0.42
4777200,0.42
4780800,0.42
4784400,0.42
4788000,0.42
4791600,0.42
4795200,0.42
4798800,0.42
4802400,0.42
4806000,0.42
4809600,0.42
4813200,0.42
4816800,0.42
4820400,0.42
4824000,0.42
4827600,0.42
4831200,0.42
4834800,0.42
4838400,0.42
4842000,0.42
4845600,0.42
4849200,0.42
4852800,0.42
4856400,0.42
4860000,0.42
4863600,0.42
4867200,0.42
4870800,0.42
4874400,0.42
4878000,0.42
4881600,0.42
4885200,0.42
4888800,0.42
4892400,0.42
4896000,0.42
4899600,0.42
4903200,0.42
4906800,0.42
4910400,0.42
4914000,0.42
4917600,0.42
4921200,0.42
4924800,0.42
4928400,0.42
4932000,0.42
4935600,0.42
4939200,0.42
4942800,0.42
4946400,0.42
4950000,0.42
4953600,0.42
4957200,0.42
4960800,0.42
4964400,0.42
4968000,0.42
4971600,0.42
4975200,0.42
4978800,0.42
4982400,0.42
4986000,0.42
4989600,0.42
4993200,0.42
4996800,0.42
5000400,0.42
5004000,0.42
5007600,0.42
5011200,0.42
5014800,0.42
5018400,0.42
5022000,0.42
5025600,0.42
5029200,0.42
5032800,0.42
5036400,0.42
5040000,0.42
5043600,0.42
5047200,0.42
5050800,0.42
5054400,0.42
5058000,0.42
5061600,0.42
5065200,0.42
5068800,0.42
5072400,0.42
5076000,0.42
5079600,0.42
5083200,0.42
5086800,0.42
5090400,0.42
5094000,0.42
5097600,0.42
5101200,0.42
5104800,0.42
5108400,0.42
5112000,0.42
5115600,0.42
5119200,0.42
5122800,0.42
5126400,0.42
5130000,0.42
5133600,0.42
5137200,0.42
5140800,0.42
5144400,0.42
5148000,0.42
5151600,0.42
5155200,0.42
5158800,0.42
5162400,0.42
5166000,0.42
5169600,0.42
5173200,0.42
5176800,0.42
5180400,0.42
5184000,0.42
5187600,0.42
5191200,0.42
5194800,0.42
5198400,0.42
5202000,0.42
5205600,0.42
5209200,0.42
5212800,0.42
5216400,0.42
5220000,0.42
5223600,0.42
5227200,0.42
5230800,0.42
5234400,0.42
5238000,0.42
5241600,0.42
5245200,0.42
5248800,0.42
5252400,0.42
5256000,0.42
5259600,0.42
5263200,0.42
5266800,0.42
5270400,0.42
5274000,0.42
5277600,0.42
5281200,0.42
5284800,0.42
5288400,0.42
5292000,0.42
5295600,0.42
5299200,0.42
5302800,0.42
5306400,0.42
5310000,0.42
5313600,0.42
5317200,0.42
5320800,0.42
5324400,0.42
5328000,0.42
5331600,0.42
5335200,0.42
5338800,0.42
5342400,0.42
5346000,0.42
5349600,0.42
5353200,0.42
5356800,0.42
5360400,0.42
5364000,0.42
5367600,0.42
5371200,0.42
5374800,0.42
5378400,0.42
5382000,0.42
5385600,0.42
5389200,0.42
5392800,0.42
5396400,0.42
5400000,0.42
5403600,0.42
5407200,0.42
5410800,0.42
5414400,0.42
5418000,0.42
5421600,0.42
5425200,0.42
5428800,0.42
5432400,0.42
5436000,0.42
5439600,0.42
5443200,0.42
5446800,0.42
5450400,0.42
5454000,0.42
5457600,0.42
5461200,0.42
5464800,0.42
5468400,0.42
5472000,0.42
5475600,0.42
5479200,0.42
5482800,0.42
5486400,0.42
5490000,0.42
5493600,0.42
5497200,0.42
5500800,0.42
5504400,0.42
5508000,0.42
5511600,0.42
5515200,0.42
5518800,0.42
5522400,0.42
5526000,0.42
5529600,0.42
5533200,0.42
5536800,0.42
5540400,0.42
5544000,0.42
5547600,0.42
5551200,0.42
5554800,0.42
5558400,0.42
5562000,0.42
5565600,0.42
5569200,0.42
5572800,0.42
5576400,0.42
5580000,0.42
5583600,0.42
5587200,0.42
5590800,0.42
5594400,0.42
5598000,0.42
5601600,0.42
5605200,0.42
5608800,0.42
5612400,0.42
5616000,0.42
5619600,0.42
5623200,0.42
5626800,0.42
5630400,0.42
5634000,0.42
5637600,0.42
5641200,0.42
5644800,0.42
5648400,0.42
5652000,0.42
5655600,0.42
5659200,0.42
5662800,0.42
5666400,0.42
5670000,0.42
5673600,0.42
5677200,0.42
5680800,0.42
5684400,0.42
5688000,0.42
5691600,0.42
5695200,0.42
5698800,0.42
5702400,0.42
5706000,0.42
5709600,0.42
5713200,0.42
5716800,0.42
5720400,0.42
5724000,0.42
5727600,0.42
5731200,0.42
5734800,0.42
5738400,0.42
5742000,0.42
5745600,0.42
5749200,0.42
5752800,0.42
5756400,0.42
5760000,0.42
5763600,0.42
5767200,0.42
5770800,0.42
5774400,0.42
5778000,0.42
5781600,0.42
5785200,0.42
5788800,0.42
5792400,0.42
5796000,0.42
5799600,0.42
5803200,0.42
5806800,0.42
5810400,0.42
5814000,0.42
5817600,0.42
5821200,0.42
5824800,0.42
5828400,0.42
5832000,0.42
5835600,0.42
5839200,0.42
5842800,0.42
5846400,0.42
5850000,0.42
5853600,0.42
5857200,0.42
5860800,0.42
5864400,0.42
5868000,0.42
5871600,0.42
5875200,0.42
5878800,0.42
5882400,0.42
5886000,0.42
5889600,0.42
5893200,0.42
5896800,0.42
5900400,0.42
5904000,0.42
5907600,0.42
5911200,0.42
5914800,0.42
5918400,0.42
5922000,0.42
5925600,0.42
5929200,0.42
5932800,0.42
5936400,0.42
5940000,0.42
5943600,0.42
5947200,0.42
5950800,0.42
5954400,0.42
5958000,0.42
5961600,0.42
5965200,0.42
5968800,0.42
5972400,0.42
5976000,0.42
5979600,0.42
5983200,0.42
5986800,0.42
5990400,0.42
5994000,0.42
5997600,0.42
6001200,0.42
6004800,0.42
6008400,0.42
6012000,0.42
6015600,0.42
6019200,0.42
6022800,0.42
6026400,0.42
6030000,0.42
6033600,0.42
6037200,0.42
6040800,0.42
6044400,0.42
6048000,0.42
6051600,0.42
6055200,0.42
6058800,0.42
6062400,0.42
6066000,0.42
6069600,0.42
6073200,0.42
6076800,0.42
6080400,0.42
6084000,0.42
6087600,0.42
6091200,0.42
6094800,0.42
6098400,0.42
6102000,0.42
6105600,0.42
6109200,0.42
6112800,0.42
6116400,0.42
6120000,0.42
6123600,0.42
6127200,0.42
6130800,0.42
6134400,0.42
6138000,0.42
6141600,0.42
6145200,0.42
6148800,0.42
6152400,0.42
6156000,0.42
6159600,0.42
6163200,0.42
6166800,0.42
6170400,0.42
6174000,0.42
6177600,0.42
6181200,0.42
6184800,0.42
6188400,0.42
6192000,0.42
6195600,0.42
6199200,0.42
6202800,0.42
6206400,0.42
6210000,0.42
6213600,0.42
6217200,0.42
6220800,0.42
6224400,0.42
6228000,0.42
6231600,0.42
6235200,0.42
6238800,0.42
6242400,0.42
6246000,0.42
6249600,0.42
6253200,0.42
6256800,0.42
6260400,0.42
6264000,0.42
6267600,0.42
6271200,0.42
6274800,0.42
6278400,0.42
6282000,0.42
6285600,0.42
6289200,0.42
6292800,0.42
6296400,0.42
6300000,0.42
6303600,0.42
6307200,0.42
6310800,0.42
6314400,0.42
6318000,0.42
6321600,0.42
6325200,0.42
6328800,0.42
6332400,0.42
6336000,0.42
6339600,0.42
6343200,0.42
6346800,0.42
6350400,0.42
6354000,0.42
6357600,0.42
6361200,0.42
6364800,0.42
6368400,0.42
6372000,0.42
6375600,0.42
6379200,0.42
6382800,0.42
6386400,0.42
6390000,0.42
6393600,0.42
6397200,0.42
6400800,0.42
6404400,0.42
6408000,0.42
