#1
double Kitchen(168,2) # weekly profile of occupancy in kitchen
165.00	0
166.00	0
167.00	0
168.00	1

double 0_MT1(168,2) # weekly profile of occupancy in kitchen
0.00	0
2.00	0
3.00	0
4.00	5
5.00	3
6.00	12
7.00	6
8.00	7
9.00	7
10.00	7
11.00	6
12.00	5
13.00	7
14.00	6
15.00	2
16.00	9
17.00	14
18.00	10
19.00	3
20.00	2
21.00	1
22.00	1
23.00	0
24.00	0
25.00	0
26.00	0
27.00	0
28.00	0
29.00	0
30.00	8
31.00	4
32.00	5
33.00	7
34.00	18
35.00	18
36.00	15
37.00	10
38.00	6
39.00	8
40.00	6
41.00	4
42.00	2
43.00	1
44.00	1
45.00	1
46.00	1
47.00	0
48.00	0
49.00	1
50.00	1
51.00	0
52.00	0
53.00	0
54.00	7
55.00	3
56.00	4
57.00	15
58.00	26
59.00	20
60.00	14
61.00	9
62.00	5
63.00	6
64.00	4
65.00	3
66.00	2
67.00	2
68.00	1
69.00	1
70.00	1
71.00	0
72.00	0
73.00	1
74.00	1
75.00	0
76.00	0
77.00	0
78.00	6
79.00	3
80.00	3
81.00	4
82.00	4
83.00	5
84.00	5
85.00	5
86.00	4
87.00	2
88.00	0
89.00	0
90.00	1
91.00	9
92.00	15
93.00	13
94.00	2
95.00	1
96.00	0
97.00	2
98.00	2
99.00	2
100.00	1
101.00	1
102.00	9
103.00	3
104.00	4
105.00	14
106.00	23
107.00	11
108.00	5
109.00	4
110.00	3
111.00	4
112.00	3
113.00	3
114.00	3
115.00	2
116.00	2
117.00	2
118.00	1
119.00	0
120.00	0
121.00	0
122.00	1
123.00	0
124.00	0
125.00	0
126.00	0
127.00	0
128.00	0
129.00	0
130.00	0
131.00	0
132.00	0
133.00	1
134.00	0
135.00	0
136.00	0
137.00	0
138.00	0
139.00	0
140.00	0
141.00	0
142.00	0
143.00	0
144.00	0
145.00	0
146.00	0
147.00	0
148.00	0
149.00	0
150.00	0
151.00	0
152.00	0
153.00	0
154.00	0
155.00	0
156.00	0
157.00	1
158.00	0
159.00	0
160.00	0
161.00	0
162.00	0
163.00	0
164.00	0
165.00	0
166.00	0
167.00	0
168.00	0

double 0_MT2(168,2) # weekly profile of occupancy in kitchen
0.00	0
2.00	0
3.00	0
4.00	2
5.00	1
6.00	6
7.00	3
8.00	3
9.00	4
10.00	4
11.00	5
12.00	3
13.00	2
14.00	1
15.00	1
16.00	2
17.00	2
18.00	2
19.00	2
20.00	1
21.00	1
22.00	1
23.00	1
24.00	0
25.00	0
26.00	0
27.00	0
28.00	0
29.00	0
30.00	3
31.00	2
32.00	2
33.00	3
34.00	8
35.00	12
36.00	10
37.00	5
38.00	5
39.00	5
40.00	2
41.00	1
42.00	1
43.00	1
44.00	1
45.00	1
46.00	2
47.00	1
48.00	0
49.00	0
50.00	0
51.00	0
52.00	0
53.00	0
54.00	3
55.00	1
56.00	2
57.00	2
58.00	3
59.00	3
60.00	5
61.00	11
62.00	6
63.00	1
64.00	1
65.00	1
66.00	1
67.00	1
68.00	1
69.00	1
70.00	1
71.00	1
72.00	0
73.00	0
74.00	0
75.00	0
76.00	0
77.00	0
78.00	2
79.00	1
80.00	2
81.00	2
82.00	3
83.00	3
84.00	2
85.00	1
86.00	1
87.00	1
88.00	0
89.00	0
90.00	2
91.00	1
92.00	1
93.00	1
94.00	1
95.00	1
96.00	0
97.00	1
98.00	1
99.00	0
100.00	0
101.00	0
102.00	3
103.00	1
104.00	1
105.00	2
106.00	2
107.00	3
108.00	2
109.00	1
110.00	1
111.00	1
112.00	0
113.00	0
114.00	0
115.00	1
116.00	1
117.00	1
118.00	2
119.00	1
120.00	0
121.00	0
122.00	0
123.00	0
124.00	0
125.00	0
126.00	0
127.00	0
128.00	0
129.00	0
130.00	0
131.00	1
132.00	1
133.00	1
134.00	0
135.00	0
136.00	0
137.00	0
138.00	0
139.00	0
140.00	0
141.00	0
142.00	0
143.00	0
144.00	0
145.00	0
146.00	0
147.00	0
148.00	0
149.00	0
150.00	0
151.00	0
152.00	0
153.00	0
154.00	1
155.00	1
156.00	1
157.00	1
158.00	1
159.00	1
160.00	1
161.00	0
162.00	0
163.00	0
164.00	0
165.00	0
166.00	0
167.00	0
168.00	0

double 1_SmallMR(168,2) # weekly profile of occupancy in kitchen
0.00	0
2.00	0
3.00	0
4.00	0
5.00	0
6.00	0
7.00	0
8.00	1
9.00	1
10.00	2
11.00	3
12.00	2
13.00	2
14.00	1
15.00	2
16.00	1
17.00	2
18.00	1
19.00	1
20.00	0
21.00	0
22.00	0
23.00	0
24.00	0
25.00	0
26.00	0
27.00	0
28.00	0
29.00	0
30.00	0
31.00	0
32.00	0
33.00	1
34.00	2
35.00	2
36.00	2
37.00	1
38.00	2
39.00	2
40.00	2
41.00	1
42.00	0
43.00	0
44.00	0
45.00	0
46.00	0
47.00	0
48.00	0
49.00	0
50.00	0
51.00	0
52.00	0
53.00	0
54.00	0
55.00	0
56.00	0
57.00	1
58.00	1
59.00	2
60.00	2
61.00	2
62.00	1
63.00	1
64.00	1
65.00	1
66.00	1
67.00	0
68.00	0
69.00	0
70.00	0
71.00	0
72.00	0
73.00	0
74.00	0
75.00	0
76.00	0
77.00	0
78.00	0
79.00	0
80.00	0
81.00	1
82.00	1
83.00	1
84.00	1
85.00	1
86.00	0
87.00	1
88.00	1
89.00	1
90.00	1
91.00	0
92.00	0
93.00	0
94.00	0
95.00	0
96.00	0
97.00	0
98.00	0
99.00	0
100.00	0
101.00	0
102.00	0
103.00	0
104.00	0
105.00	0
106.00	1
107.00	2
108.00	2
109.00	1
110.00	0
111.00	1
112.00	1
113.00	0
114.00	0
115.00	0
116.00	0
117.00	0
118.00	0
119.00	0
120.00	0
121.00	0
122.00	0
123.00	0
124.00	0
125.00	0
126.00	0
127.00	0
128.00	0
129.00	0
130.00	0
131.00	0
132.00	0
133.00	0
134.00	0
135.00	0
136.00	0
137.00	0
138.00	0
139.00	0
140.00	0
141.00	0
142.00	0
143.00	0
144.00	0
145.00	0
146.00	0
147.00	0
148.00	0
149.00	0
150.00	0
151.00	0
152.00	0
153.00	0
154.00	0
155.00	0
156.00	0
157.00	0
158.00	0
159.00	0
160.00	0
161.00	0
162.00	0
163.00	0
164.00	0
165.00	0
166.00	0
167.00	0
168.00	0

double 1_LandscapeOffice(168,2) # weekly profile of occupancy in landscape office (FLr2SZ)
0.00	0
2.00	0
3.00	0
4.00	1
5.00	1
6.00	1
7.00	1
8.00	1
9.00	5
10.00	12
11.00	12
12.00	11
13.00	11
14.00	9
15.00	11
16.00	11
17.00	11
18.00	9
19.00	5
20.00	2
21.00	0
22.00	0
23.00	0
24.00	0
25.00	0
26.00	0
27.00	0
28.00	0
29.00	0
30.00	2
31.00	1
32.00	2
33.00	7
34.00	14
35.00	15
36.00	13
37.00	11
38.00	8
39.00	10
40.00	12
41.00	13
42.00	10
43.00	4
44.00	2
45.00	0
46.00	0
47.00	0
48.00	0
49.00	0
50.00	0
51.00	0
52.00	0
53.00	0
54.00	2
55.00	0
56.00	1
57.00	5
58.00	14
59.00	14
60.00	17
61.00	17
62.00	16
63.00	14
64.00	16
65.00	16
66.00	13
67.00	6
68.00	1
69.00	0
70.00	0
71.00	0
72.00	0
73.00	0
74.00	0
75.00	0
76.00	0
77.00	0
78.00	2
79.00	0
80.00	1
81.00	4
82.00	13
83.00	16
84.00	15
85.00	13
86.00	9
87.00	10
88.00	13
89.00	12
90.00	9
91.00	3
92.00	0
93.00	0
94.00	0
95.00	0
96.00	0
97.00	0
98.00	0
99.00	0
100.00	0
101.00	0
102.00	2
103.00	0
104.00	1
105.00	3
106.00	11
107.00	14
108.00	13
109.00	11
110.00	8
111.00	11
112.00	11
113.00	11
114.00	10
115.00	5
116.00	1
117.00	0
118.00	0
119.00	0
120.00	0
121.00	0
122.00	0
123.00	0
124.00	0
125.00	0
126.00	0
127.00	0
128.00	0
129.00	0
130.00	0
131.00	0
132.00	0
133.00	0
134.00	0
135.00	0
136.00	0
137.00	0
138.00	0
139.00	0
140.00	0
141.00	0
142.00	0
143.00	0
144.00	0
145.00	0
146.00	0
147.00	0
148.00	0
149.00	0
150.00	0
151.00	0
152.00	0
153.00	0
154.00	0
155.00	0
156.00	0
157.00	0
158.00	0
159.00	0
160.00	0
161.00	0
162.00	0
163.00	0
164.00	0
165.00	0
166.00	0
167.00	0
168.00	0

double 2_SmallMR(168,2) # weekly profile of occupancy in kitchen
0.00	0
2.00	0
3.00	0
4.00	0
5.00	0
6.00	0
7.00	0
8.00	1
9.00	1
10.00	2
11.00	3
12.00	2
13.00	2
14.00	1
15.00	2
16.00	1
17.00	2
18.00	1
19.00	1
20.00	0
21.00	0
22.00	0
23.00	0
24.00	0
25.00	0
26.00	0
27.00	0
28.00	0
29.00	0
30.00	0
31.00	0
32.00	0
33.00	1
34.00	2
35.00	2
36.00	2
37.00	1
38.00	2
39.00	2
40.00	2
41.00	1
42.00	0
43.00	0
44.00	0
45.00	0
46.00	0
47.00	0
48.00	0
49.00	0
50.00	0
51.00	0
52.00	0
53.00	0
54.00	0
55.00	0
56.00	0
57.00	1
58.00	1
59.00	2
60.00	2
61.00	2
62.00	1
63.00	1
64.00	1
65.00	1
66.00	1
67.00	0
68.00	0
69.00	0
70.00	0
71.00	0
72.00	0
73.00	0
74.00	0
75.00	0
76.00	0
77.00	0
78.00	0
79.00	0
80.00	0
81.00	1
82.00	1
83.00	1
84.00	1
85.00	1
86.00	0
87.00	1
88.00	1
89.00	1
90.00	1
91.00	0
92.00	0
93.00	0
94.00	0
95.00	0
96.00	0
97.00	0
98.00	0
99.00	0
100.00	0
101.00	0
102.00	0
103.00	0
104.00	0
105.00	0
106.00	1
107.00	2
108.00	2
109.00	1
110.00	0
111.00	1
112.00	1
113.00	0
114.00	0
115.00	0
116.00	0
117.00	0
118.00	0
119.00	0
120.00	0
121.00	0
122.00	0
123.00	0
124.00	0
125.00	0
126.00	0
127.00	0
128.00	0
129.00	0
130.00	0
131.00	0
132.00	0
133.00	0
134.00	0
135.00	0
136.00	0
137.00	0
138.00	0
139.00	0
140.00	0
141.00	0
142.00	0
143.00	0
144.00	0
145.00	0
146.00	0
147.00	0
148.00	0
149.00	0
150.00	0
151.00	0
152.00	0
153.00	0
154.00	0
155.00	0
156.00	0
157.00	0
158.00	0
159.00	0
160.00	0
161.00	0
162.00	0
163.00	0
164.00	0
165.00	0
166.00	0
167.00	0
168.00	0

double 2_LandscapeOffice(168,2) # weekly profile of occupancy in landscape office (FLr2SZ)
0.00	0
2.00	0
3.00	0
4.00	1
5.00	1
6.00	1
7.00	1
8.00	1
9.00	5
10.00	12
11.00	12
12.00	11
13.00	11
14.00	9
15.00	11
16.00	11
17.00	11
18.00	9
19.00	5
20.00	2
21.00	0
22.00	0
23.00	0
24.00	0
25.00	0
26.00	0
27.00	0
28.00	0
29.00	0
30.00	2
31.00	1
32.00	2
33.00	7
34.00	14
35.00	15
36.00	13
37.00	11
38.00	8
39.00	10
40.00	12
41.00	13
42.00	10
43.00	4
44.00	2
45.00	0
46.00	0
47.00	0
48.00	0
49.00	0
50.00	0
51.00	0
52.00	0
53.00	0
54.00	2
55.00	0
56.00	1
57.00	5
58.00	14
59.00	14
60.00	17
61.00	17
62.00	16
63.00	14
64.00	16
65.00	16
66.00	13
67.00	6
68.00	1
69.00	0
70.00	0
71.00	0
72.00	0
73.00	0
74.00	0
75.00	0
76.00	0
77.00	0
78.00	2
79.00	0
80.00	1
81.00	4
82.00	13
83.00	16
84.00	15
85.00	13
86.00	9
87.00	10
88.00	13
89.00	12
90.00	9
91.00	3
92.00	0
93.00	0
94.00	0
95.00	0
96.00	0
97.00	0
98.00	0
99.00	0
100.00	0
101.00	0
102.00	2
103.00	0
104.00	1
105.00	3
106.00	11
107.00	14
108.00	13
109.00	11
110.00	8
111.00	11
112.00	11
113.00	11
114.00	10
115.00	5
116.00	1
117.00	0
118.00	0
119.00	0
120.00	0
121.00	0
122.00	0
123.00	0
124.00	0
125.00	0
126.00	0
127.00	0
128.00	0
129.00	0
130.00	0
131.00	0
132.00	0
133.00	0
134.00	0
135.00	0
136.00	0
137.00	0
138.00	0
139.00	0
140.00	0
141.00	0
142.00	0
143.00	0
144.00	0
145.00	0
146.00	0
147.00	0
148.00	0
149.00	0
150.00	0
151.00	0
152.00	0
153.00	0
154.00	0
155.00	0
156.00	0
157.00	0
158.00	0
159.00	0
160.00	0
161.00	0
162.00	0
163.00	0
164.00	0
165.00	0
166.00	0
167.00	0
168.00	0

double 3_MR_Atomium(168,2) # weekly profile of occupancy in kitchen
0.00	0
2.00	0
3.00	0
4.00	0
5.00	0
6.00	0
7.00	0
8.00	1
9.00	1
10.00	2
11.00	3
12.00	2
13.00	2
14.00	1
15.00	2
16.00	1
17.00	2
18.00	1
19.00	1
20.00	0
21.00	0
22.00	0
23.00	0
24.00	0
25.00	0
26.00	0
27.00	0
28.00	0
29.00	0
30.00	0
31.00	0
32.00	0
33.00	1
34.00	2
35.00	2
36.00	2
37.00	1
38.00	2
39.00	2
40.00	2
41.00	1
42.00	0
43.00	0
44.00	0
45.00	0
46.00	0
47.00	0
48.00	0
49.00	0
50.00	0
51.00	0
52.00	0
53.00	0
54.00	0
55.00	0
56.00	0
57.00	1
58.00	1
59.00	2
60.00	2
61.00	2
62.00	1
63.00	1
64.00	1
65.00	1
66.00	1
67.00	0
68.00	0
69.00	0
70.00	0
71.00	0
72.00	0
73.00	0
74.00	0
75.00	0
76.00	0
77.00	0
78.00	0
79.00	0
80.00	0
81.00	1
82.00	1
83.00	1
84.00	1
85.00	1
86.00	0
87.00	1
88.00	1
89.00	1
90.00	1
91.00	0
92.00	0
93.00	0
94.00	0
95.00	0
96.00	0
97.00	0
98.00	0
99.00	0
100.00	0
101.00	0
102.00	0
103.00	0
104.00	0
105.00	0
106.00	1
107.00	2
108.00	2
109.00	1
110.00	0
111.00	1
112.00	1
113.00	0
114.00	0
115.00	0
116.00	0
117.00	0
118.00	0
119.00	0
120.00	0
121.00	0
122.00	0
123.00	0
124.00	0
125.00	0
126.00	0
127.00	0
128.00	0
129.00	0
130.00	0
131.00	0
132.00	0
133.00	0
134.00	0
135.00	0
136.00	0
137.00	0
138.00	0
139.00	0
140.00	0
141.00	0
142.00	0
143.00	0
144.00	0
145.00	0
146.00	0
147.00	0
148.00	0
149.00	0
150.00	0
151.00	0
152.00	0
153.00	0
154.00	0
155.00	0
156.00	0
157.00	0
158.00	0
159.00	0
160.00	0
161.00	0
162.00	0
163.00	0
164.00	0
165.00	0
166.00	0
167.00	0
168.00	0

double 3_LandscapeOffice(168,2) # weekly profile of occupancy in landscape office (FLr2SZ)
0.00	0
2.00	0
3.00	0
4.00	1
5.00	1
6.00	1
7.00	1
8.00	1
9.00	5
10.00	12
11.00	12
12.00	11
13.00	11
14.00	9
15.00	11
16.00	11
17.00	11
18.00	9
19.00	5
20.00	2
21.00	0
22.00	0
23.00	0
24.00	0
25.00	0
26.00	0
27.00	0
28.00	0
29.00	0
30.00	2
31.00	1
32.00	2
33.00	7
34.00	14
35.00	15
36.00	13
37.00	11
38.00	8
39.00	10
40.00	12
41.00	13
42.00	10
43.00	4
44.00	2
45.00	0
46.00	0
47.00	0
48.00	0
49.00	0
50.00	0
51.00	0
52.00	0
53.00	0
54.00	2
55.00	0
56.00	1
57.00	5
58.00	14
59.00	14
60.00	17
61.00	17
62.00	16
63.00	14
64.00	16
65.00	16
66.00	13
67.00	6
68.00	1
69.00	0
70.00	0
71.00	0
72.00	0
73.00	0
74.00	0
75.00	0
76.00	0
77.00	0
78.00	2
79.00	0
80.00	1
81.00	4
82.00	13
83.00	16
84.00	15
85.00	13
86.00	9
87.00	10
88.00	13
89.00	12
90.00	9
91.00	3
92.00	0
93.00	0
94.00	0
95.00	0
96.00	0
97.00	0
98.00	0
99.00	0
100.00	0
101.00	0
102.00	2
103.00	0
104.00	1
105.00	3
106.00	11
107.00	14
108.00	13
109.00	11
110.00	8
111.00	11
112.00	11
113.00	11
114.00	10
115.00	5
116.00	1
117.00	0
118.00	0
119.00	0
120.00	0
121.00	0
122.00	0
123.00	0
124.00	0
125.00	0
126.00	0
127.00	0
128.00	0
129.00	0
130.00	0
131.00	0
132.00	0
133.00	0
134.00	0
135.00	0
136.00	0
137.00	0
138.00	0
139.00	0
140.00	0
141.00	0
142.00	0
143.00	0
144.00	0
145.00	0
146.00	0
147.00	0
148.00	0
149.00	0
150.00	0
151.00	0
152.00	0
153.00	0
154.00	0
155.00	0
156.00	0
157.00	0
158.00	0
159.00	0
160.00	0
161.00	0
162.00	0
163.00	0
164.00	0
165.00	0
166.00	0
167.00	0
168.00	0
