#1
double csv(52501,28)
# time	col1	col2	col3	col4	col5	col6	col7	col8	col9	col10	col11	col12	col13	col14	col15	col16	col17	col18	col19	col20	col21	col22	col23	col24	col25	col26	col27
48600	10	0	1.5	0	0	10	10	1.5	1.5	0	10	10	10	1.5	1.5	0	0	0	0	14.5	6.5	1.5	0	0	0	0	0
49200	9.66667	0	1.33333	0	0	9.66667	9.66667	1.33333	1.33333	0	9.66667	9.66667	9.66667	1.33333	1.33333	0	0	0	0	13.3333	6.33333	1.33333	0	0	0	0	0
49800	9.33333	0	1.16667	0	0	9.33333	9.33333	1.16667	1.16667	0	9.33333	9.33333	9.33333	1.16667	1.16667	0	0	0	0	12.1667	6.16667	1.16667	0	0	0	0	0
50400	9	0	1	0	0	9	9	1	1	0	9	9	9	1	1	0	0	0	0	11	6	1	0	0	0	0	0
51000	9.33333	0	1.16667	0	0	9.33333	9.33333	1.16667	1.16667	0	9.33333	9.33333	9.33333	1.16667	1.16667	0	0	0	0	9.16667	5.33333	1	0	0	0	0	0
51600	9.66667	0	1.33333	0	0	9.66667	9.66667	1.33333	1.33333	0	9.66667	9.66667	9.66667	1.33333	1.33333	0	0	0	0	7.33333	4.66667	1	0	0	0	0	0
52200	10	0	1.5	0	0	10	10	1.5	1.5	0	10	10	10	1.5	1.5	0	0	0	0	5.5	4	1	0	0	0	0	0
52800	10.3333	0	1.66667	0	0	10.3333	10.3333	1.66667	1.66667	0	10.3333	10.3333	10.3333	1.66667	1.66667	0	0	0	0	3.66667	3.33333	1	0	0	0	0	0
53400	10.6667	0	1.83333	0	0	10.6667	10.6667	1.83333	1.83333	0	10.6667	10.6667	10.6667	1.83333	1.83333	0	0	0	0	1.83333	2.66667	1	0	0	0	0	0
54000	11	0	2	0	0	11	11	2	2	0	11	11	11	2	2	0	0	0	0	0	2	1	0	0	0	0	0
54600	11	0	1.83333	0	0	11	11	1.83333	1.83333	0	11	11	11	1.83333	1.83333	0	0	0	0	0	3.16667	1.16667	0	0	0	0	0
55200	11	0	1.66667	0	0	11	11	1.66667	1.66667	0	11	11	11	1.66667	1.66667	0	0	0	0	0	4.33333	1.33333	0	0	0	0	0
55800	11	0	1.5	0	0	11	11	1.5	1.5	0	11	11	11	1.5	1.5	0	0	0	0	0	5.5	1.5	0	0	0	0	0
56400	11	0	1.33333	0	0	11	11	1.33333	1.33333	0	11	11	11	1.33333	1.33333	0	0	0	0	0	6.66667	1.66667	0	0	0	0	0
57000	11	0	1.16667	0	0	11	11	1.16667	1.16667	0	11	11	11	1.16667	1.16667	0	0	0	0	0	7.83333	1.83333	0	0	0	0	0
57600	11	0	1	0	0	11	11	1	1	0	11	11	11	1	1	0	0	0	0	0	9	2	0	0	0	0	0
58200	11	0	1.16667	0	0	11	11	1.16667	1.16667	0	11	11	11	1.16667	1.16667	0	0	0	0	0	9.83333	2	0	0	0	0	0
58800	11	0	1.33333	0	0	11	11	1.33333	1.33333	0	11	11	11	1.33333	1.33333	0	0	0	0	0	10.6667	2	0	0	0	0	0
59400	11	0	1.5	0	0	11	11	1.5	1.5	0	11	11	11	1.5	1.5	0	0	0	0	0	11.5	2	0	0	0	0	0
60000	11	0	1.66667	0	0	11	11	1.66667	1.66667	0	11	11	11	1.66667	1.66667	0	0	0	0	0	12.3333	2	0	0	0	0	0
60600	11	0	1.83333	0	0	11	11	1.83333	1.83333	0	11	11	11	1.83333	1.83333	0	0	0	0	0	13.1667	2	0	0	0	0	0
61200	11	0	2	0	0	11	11	2	2	0	11	11	11	2	2	0	0	0	0	0	14	2	0	0	0	0	0
61800	10.6667	0	1.83333	0	0	10.6667	10.6667	1.83333	1.83333	0	10.6667	10.6667	10.6667	1.83333	1.83333	0	0	0	0	0	13.3333	2	0	0	0	0	0
62400	10.3333	0	1.66667	0	0	10.3333	10.3333	1.66667	1.66667	0	10.3333	10.3333	10.3333	1.66667	1.66667	0	0	0	0	0	12.6667	2	0	0	0	0	0
63000	10	0	1.5	0	0	10	10	1.5	1.5	0	10	10	10	1.5	1.5	0	0	0	0	0	12	2	0	0	0	0	0
63600	9.66667	0	1.33333	0	0	9.66667	9.66667	1.33333	1.33333	0	9.66667	9.66667	9.66667	1.33333	1.33333	0	0	0	0	0	11.3333	2	0	0	0	0	0
64200	9.33333	0	1.16667	0	0	9.33333	9.33333	1.16667	1.16667	0	9.33333	9.33333	9.33333	1.16667	1.16667	0	0	0	0	0	10.6667	2	0	0	0	0	0
64800	9	0	1	0	0	9	9	1	1	0	9	9	9	1	1	0	0	0	0	0	10	2	0	0	0	0	0
65400	8.33333	0	1	0	0	8.33333	8.33333	1	1	0	8.33333	8.33333	8.33333	1	1	0	0	0	0	0.166667	8.83333	2	0	0	0	0	0
66000	7.66667	0	1	0	0	7.66667	7.66667	1	1	0	7.66667	7.66667	7.66667	1	1	0	0	0	0	0.333333	7.66667	2	0	0	0	0	0
66600	7	0	1	0	0	7	7	1	1	0	7	7	7	1	1	0	0	0	0	0.5	6.5	2	0	0	0	0	0
67200	6.33333	0	1	0	0	6.33333	6.33333	1	1	0	6.33333	6.33333	6.33333	1	1	0	0	0	0	0.666667	5.33333	2	0	0	0	0	0
67800	5.66667	0	1	0	0	5.66667	5.66667	1	1	0	5.66667	5.66667	5.66667	1	1	0	0	0	0	0.833333	4.16667	2	0	0	0	0	0
68400	5	0	1	0	0	5	5	1	1	0	5	5	5	1	1	0	0	0	0	1	3	2	0	0	0	0	0
69000	4.5	0	0.833333	0	0	4.5	4.5	0.833333	0.833333	0	4.5	4.5	4.5	0.833333	0.833333	0	0	0	0	1	2.83333	1.83333	0	0	0	0	0
69600	4	0	0.666667	0	0	4	4	0.666667	0.666667	0	4	4	4	0.666667	0.666667	0	0	0	0	1	2.66667	1.66667	0	0	0	0	0
70200	3.5	0	0.5	0	0	3.5	3.5	0.5	0.5	0	3.5	3.5	3.5	0.5	0.5	0	0	0	0	1	2.5	1.5	0	0	0	0	0
70800	3	0	0.333333	0	0	3	3	0.333333	0.333333	0	3	3	3	0.333333	0.333333	0	0	0	0	1	2.33333	1.33333	0	0	0	0	0
71400	2.5	0	0.166667	0	0	2.5	2.5	0.166667	0.166667	0	2.5	2.5	2.5	0.166667	0.166667	0	0	0	0	1	2.16667	1.16667	0	0	0	0	0
72000	2	0	0	0	0	2	2	0	0	0	2	2	2	0	0	0	0	0	0	1	2	1	0	0	0	0	0
72600	1.66667	0	0	0	0	1.66667	1.66667	0	0	0	1.66667	1.66667	1.66667	0	0	0	0	0	0	1	1.83333	1	0	0	0	0	0
73200	1.33333	0	0	0	0	1.33333	1.33333	0	0	0	1.33333	1.33333	1.33333	0	0	0	0	0	0	1	1.66667	1	0	0	0	0	0
73800	1	0	0	0	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	1	1.5	1	0	0	0	0	0
74400	0.666667	0	0	0	0	0.666667	0.666667	0	0	0	0.666667	0.666667	0.666667	0	0	0	0	0	0	1	1.33333	1	0	0	0	0	0
75000	0.333333	0	0	0	0	0.333333	0.333333	0	0	0	0.333333	0.333333	0.333333	0	0	0	0	0	0	1	1.16667	1	0	0	0	0	0
75600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
76200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.833333	1	1	0	0	0	0	0
76800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666667	1	1	0	0	0	0	0
77400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	1	1	0	0	0	0	0
78000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333	1	1	0	0	0	0	0
78600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166667	1	1	0	0	0	0	0
79200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
79800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.833333	1	0	0	0	0	0
80400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666667	1	0	0	0	0	0
81000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	1	0	0	0	0	0
81600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333	1	0	0	0	0	0
82200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166667	1	0	0	0	0	0
82800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
83400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.833333	0	0	0	0	0
84000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666667	0	0	0	0	0
84600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0
85200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333	0	0	0	0	0
85800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166667	0	0	0	0	0
86400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
87000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
87600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
88200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
88800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
89400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
91200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
91800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
92400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
93000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
93600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
94200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
94800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
95400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
96000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
96600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
97200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
97800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
98400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
99000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
99600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
103200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
103800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
104400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105000	0.333333	0	0	0	0	0.333333	0.333333	0	0	0	0.333333	0.333333	0.333333	0	0	0	0	0	0	1	1.33333	0.5	0	0	0	0	0
105600	0.666667	0	0	0	0	0.666667	0.666667	0	0	0	0.666667	0.666667	0.666667	0	0	0	0	0	0	2	2.66667	1	0	0	0	0	0
106200	1	0	0	0	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	3	4	1.5	0	0	0	0	0
106800	1.33333	0	0	0	0	1.33333	1.33333	0	0	0	1.33333	1.33333	1.33333	0	0	0	0	0	0	4	5.33333	2	0	0	0	0	0
107400	1.66667	0	0	0	0	1.66667	1.66667	0	0	0	1.66667	1.66667	1.66667	0	0	0	0	0	0	5	6.66667	2.5	0	0	0	0	0
108000	2	0	0	0	0	2	2	0	0	0	2	2	2	0	0	0	0	0	0	6	8	3	0	0	0	0	0
108600	1.83333	0	0	0	0	1.83333	1.83333	0	0	0	1.83333	1.83333	1.83333	0	0	0	0	0	0	5.83333	7.33333	2.83333	0	0	0	0	0
109200	1.66667	0	0	0	0	1.66667	1.66667	0	0	0	1.66667	1.66667	1.66667	0	0	0	0	0	0	5.66667	6.66667	2.66667	0	0	0	0	0
109800	1.5	0	0	0	0	1.5	1.5	0	0	0	1.5	1.5	1.5	0	0	0	0	0	0	5.5	6	2.5	0	0	0	0	0
110400	1.33333	0	0	0	0	1.33333	1.33333	0	0	0	1.33333	1.33333	1.33333	0	0	0	0	0	0	5.33333	5.33333	2.33333	0	0	0	0	0
111000	1.16667	0	0	0	0	1.16667	1.16667	0	0	0	1.16667	1.16667	1.16667	0	0	0	0	0	0	5.16667	4.66667	2.16667	0	0	0	0	0
111600	1	0	0	0	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	5	4	2	0	0	0	0	0
112200	1.16667	0	0	0	0	1.16667	1.16667	0	0	0	1.16667	1.16667	1.16667	0	0	0	0	0	0	5.33333	4.16667	2	0	0	0	0	0
112800	1.33333	0	0	0	0	1.33333	1.33333	0	0	0	1.33333	1.33333	1.33333	0	0	0	0	0	0	5.66667	4.33333	2	0	0	0	0	0
113400	1.5	0	0	0	0	1.5	1.5	0	0	0	1.5	1.5	1.5	0	0	0	0	0	0	6	4.5	2	0	0	0	0	0
114000	1.66667	0	0	0	0	1.66667	1.66667	0	0	0	1.66667	1.66667	1.66667	0	0	0	0	0	0	6.33333	4.66667	2	0	0	0	0	0
114600	1.83333	0	0	0	0	1.83333	1.83333	0	0	0	1.83333	1.83333	1.83333	0	0	0	0	0	0	6.66667	4.83333	2	0	0	0	0	0
115200	2	0	0	0	0	2	2	0	0	0	2	2	2	0	0	0	0	0	0	7	5	2	0	0	0	0	0
115800	2.83333	0	0.166667	0	0	2.83333	2.83333	0.166667	0.166667	0	2.83333	2.83333	2.83333	0.166667	0.166667	0	0	0	0	7.16667	5.33333	2.16667	0	0	0	0	0
116400	3.66667	0	0.333333	0	0	3.66667	3.66667	0.333333	0.333333	0	3.66667	3.66667	3.66667	0.333333	0.333333	0	0	0	0	7.33333	5.66667	2.33333	0	0	0	0	0
117000	4.5	0	0.5	0	0	4.5	4.5	0.5	0.5	0	4.5	4.5	4.5	0.5	0.5	0	0	0	0	7.5	6	2.5	0	0	0	0	0
117600	5.33333	0	0.666667	0	0	5.33333	5.33333	0.666667	0.666667	0	5.33333	5.33333	5.33333	0.666667	0.666667	0	0	0	0	7.66667	6.33333	2.66667	0	0	0	0	0
118200	6.16667	0	0.833333	0	0	6.16667	6.16667	0.833333	0.833333	0	6.16667	6.16667	6.16667	0.833333	0.833333	0	0	0	0	7.83333	6.66667	2.83333	0	0	0	0	0
118800	7	0	1	0	0	7	7	1	1	0	7	7	7	1	1	0	0	0	0	8	7	3	0	0	0	0	0
